NO,Name,DateCreatedYear,DateEstablishedYear,ArticleFrequency,Note( I select some mesh term to find why their frequency is 0 ),
D012775,Shoes,1999,1966,5366,,
D012776,"Fibroma Virus, Rabbit",1974,1991,138,,
D012777,Cottontail rabbit papillomavirus,1974,1991,217,,
D012778,Short Bowel Syndrome,1980,1991,2540,,
D012779,Short Rib-Polydactyly Syndrome,1984,1991,126,,
D012780,Short-Wave Therapy,1999,1991,218,,
D012781,Shorthand,1999,1966,17,,
D012782,Shoulder,1999,1960,10955,,
D012783,Shoulder Dislocation,1999,1966,5195,,
D012784,Shoulder Fractures,1999,1966,2738,,
D012785,Shoulder Joint,1999,1965,16085,,
D012787,Showdomycin,1974,1991,49,,
D012788,Shrews,1999,1972,1810,,
D012790,Shwartzman Phenomenon,1999,1966,1157,,
D012791,Shy-Drager Syndrome,1980,1991,553,,
D012792,Shyness,1986,1987,461,,
D012793,Sialadenitis,1999,1991,1557,,
D012794,Sialic Acids,1999,1975,8863,,
D012795,Sialoglycoproteins,1976,1977,8133,,
D012796,Sialography,1999,1965,1606,,
D012797,"Sialometaplasia, Necrotizing",1982,1991,181,,
D012798,Sialorrhea,1976,1977,1171,,
D012799,Sialyltransferases,1974,1987,2453,,
D012800,Siberia,1999,1982,7812,,
D012801,Sibling Relations,1999,1968,2656,,
D012802,Sicily,1999,1970,1472,,
D012803,Sick Role,1999,1971,11237,,
D012804,Sick Sinus Syndrome,1978,1980,2411,,
D012805,Sickle Cell Trait,1999,1991,2058,,
D012806,Siderosis,1999,1966,1325,,
D012807,Sierra Leone,1999,1966,1047,,
D012808,Sigma Factor,1976,1991,5275,,
D012809,"Colon, Sigmoid",1999,2004,7139,,
D012810,Sigmoid Diseases,1979,1980,2752,,
D012811,Sigmoid Neoplasms,1999,1966,4265,,
D012812,Sigmoidoscopy,1999,1966,4503,,
D012813,Sign Language,1999,1991,1853,,
D012815,"Signal Processing, Computer-Assisted",1986,1987,40206,,
D012816,Signs and Symptoms,1999,1998,407,,
D012817,"Signs and Symptoms, Digestive",1999,1998,0,,
D012818,"Signs and Symptoms, Respiratory",1999,1998,0,,
D012819,Sikkim,1974,1975,47,,
D012820,Silage,1999,1991,2497,,
D012821,Silanes,1974,1991,5380,,
D012822,Silicon Dioxide,1999,1966,28057,,
D012823,Silicate Cement,1999,1965,1040,,
D012824,Silicic Acid,1999,1991,1357,,
D012825,Silicon,1999,1966,10391,,
D012826,Silicone Elastomers,1999,1972,7563,,
D012827,Silicone Oils,1986,1987,1812,,
D012828,Silicones,1999,1966,11299,,
D012829,Silicosis,1999,1966,6407,,
D012830,Silicotuberculosis,1999,1966,803,,
D012831,Bombyx,1999,2005,6140,,
D012832,Silo Filler's Disease,1999,1991,68,,
D012833,Siloxanes,1974,1991,2303,,
D012834,Silver,1999,1966,18324,,
D012835,Silver Nitrate,1999,1966,2922,,
D012836,Silver Proteins,1999,1966,250,,
D012837,Silver Sulfadiazine,1976,1991,832,,
D012838,Silymarin,1974,1991,2366,,
D012839,Simazine,1999,1991,335,,
D012840,Simbu virus,1974,1991,111,,
D012841,Simethicone,1974,1991,307,,
D012842,"Sarcoma Virus, Woolly Monkey",1977,1991,224,,
D012843,Simuliidae,1983,1984,1209,,
D012844,Sincalide,1983,1984,3594,,
D012845,Sindbis Virus,1999,1973,2117,,
D012846,Singapore,1999,1966,10269,,
D012847,Single Person,1999,1968,2184,,
D012848,Sinoatrial Block,1974,1991,585,,
D012849,Sinoatrial Node,1999,1970,5878,,
D012850,Sinus of Valsalva,1978,1979,2804,,
D012851,"Sinus Thrombosis, Intracranial",1999,2000,2633,,
D012852,Sinusitis,1999,1966,15167,,
D012853,Sisomicin,1974,1984,507,,
D012854,Sister Chromatid Exchange,1978,1985,6053,,
D012855,Sitosterols,1999,1974,2386,,
D012856,"4-Acetamido-4'-isothiocyanatostilbene-2,2'-disulfonic Acid",1979,1991,1472,,
D012857,Situs Inversus,1999,1966,2152,,
D012858,Size Perception,1999,1966,4033,,
D012859,Sjogren's Syndrome,1999,1966,11114,,
D012860,Skates (Fish),1986,1991,1054,,
D012861,Skating,1975,1990,790,,
D012862,Skatole,1999,1991,519,,
D012863,Skeleton,1999,1966,1559,,
D012865,Skiing,1999,1966,2997,,
D012866,Skilled Nursing Facilities,1999,1968,3802,,
D012867,Skin,1999,1960,170095,,
D012868,Skin Abnormalities,1984,1998,1652,,
D012869,Skin Absorption,1999,1965,10087,,
D012871,Skin Diseases,1999,1965,54245,,
D012872,"Skin Diseases, Vesiculobullous",1975,1976,5135,,
D012873,"Skin Diseases, Genetic",1999,1998,912,,
D012874,"Skin Diseases, Infectious",1999,1968,5163,,
D012875,"Skin Diseases, Metabolic",1999,1998,72,,
D012876,"Skin Diseases, Parasitic",1999,1968,1791,,
D012877,Skin Manifestations,1999,1965,2723,,
D012878,Skin Neoplasms,1999,1966,104233,,
D012879,Skin Physiological Phenomena,1999,1998,11463,,
D012880,Skin Pigmentation,1999,1976,6344,,
D012881,Skin Temperature,1999,1970,9165,,
D012882,Skin Tests,1999,1966,32695,,
D012883,Skin Ulcer,1999,1966,7809,,
D012884,Skin Window Technique,1999,1970,603,,
D012885,Skinfold Thickness,1999,1973,5791,,
D012886,Skull,1999,1966,31496,,
D012887,Skull Fractures,1999,1966,9513,,
D012888,Skull Neoplasms,1999,1966,6355,,
D012889,Mephitidae,1974,1991,423,,
D012890,Sleep,1999,1966,42925,,
D012891,Sleep Apnea Syndromes,1979,1980,12919,,
D012892,Sleep Deprivation,1999,1967,8095,,
D012893,Sleep Wake Disorders,1999,1966,17627,,
D012894,Sleep Stages,1999,1972,12851,,
D012895,"Sleep, REM",1999,1969,11692,,
D012896,Sloths,1974,1991,193,,
D012897,Slow Virus Diseases,1999,1972,759,,
D012898,Autacoids,1999,1974,513,,
D012899,Smallpox,1999,1960,5771,,
D012900,Smallpox Vaccine,1999,1966,3738,,
D012901,Variola virus,1999,1994,1927,,
D012902,Smegma,1999,1966,102,,
D012903,Smell,1999,1966,13636,,
D012904,Smiling,1999,1991,1642,,
D012905,Smog,1999,1974,426,,
D012906,Smoke,1999,1974,6948,,
D012907,Smoking,1999,1966,131086,,
D012908,Snails,1999,1966,10220,,
D012909,Snake Bites,1999,1966,4007,,
D012910,Snake Venoms,1999,1976,3189,,
D012911,Snakes,1999,1966,6566,,
D012912,Sneezing,1999,1966,821,,
D012913,Snoring,1978,1985,3598,,
D012914,Snow,1999,1991,1397,,
D012915,Soaps,1999,1963,2305,,
D012916,Soccer,1975,1990,5363,,
D012917,Social Adjustment,1999,1969,22201,,
D012918,Social Alienation,1999,1973,1343,,
D012919,Social Behavior,1999,1969,42924,,
D012920,Social Behavior Disorders,1999,1969,4531,,
D012922,Social Change,1999,1968,16125,,
D012923,Social Class,1999,1968,34612,,
D012924,Social Conditions,1999,1966,8936,,
D012925,Social Conformity,1999,1968,2933,,
D012926,"Social Control, Formal",1999,1968,11304,,
D012927,"Social Control, Informal",1999,1968,3548,,
D012928,Social Desirability,1999,1965,4145,,
D012929,Social Distance,1999,1969,2038,,
D012930,Social Dominance,1999,1969,4367,,
D012931,Social Environment,1999,1973,39428,,
D012932,Social Facilitation,1999,1968,1850,,
D012933,Social Identification,1977,1991,7552,,
D012934,Social Isolation,1999,1969,11700,,
D012935,Social Justice,1977,1991,10648,,
D012936,Social Medicine,1999,1966,3837,,
D012937,Social Mobility,1999,1968,851,,
D012938,Social Perception,1999,1969,19333,,
D012939,Social Planning,1999,1968,2640,,
D012940,Social Problems,1999,1968,7810,,
D012941,Social Responsibility,1977,1978,17719,,
D012942,Social Sciences,1999,1966,3898,,
D012943,Social Security,1999,1960,7156,,
D012944,Social Support,1982,1991,58071,,
D012945,Social Values,1999,1969,18785,,
D012946,Social Welfare,1999,1966,8606,,
D012947,Social Work,1999,1978,13975,,
D012948,"Social Work Department, Hospital",1983,1991,733,,
D012949,"Social Work, Psychiatric",1999,1978,2653,,
D012950,Socialism,1999,1966,1481,,
D012951,Socialization,1999,1968,6755,,
D012952,Societies,1999,1966,14823,,
D012953,"Societies, Dental",1999,1965,8678,,
D012954,"Societies, Hospital",1977,1991,2421,,
D012955,"Societies, Medical",1999,1966,58220,,
D012956,"Societies, Nursing",1999,1966,21001,,
D012957,"Societies, Pharmaceutical",1999,1968,2032,,
D012958,"Societies, Scientific",1999,1966,9202,,
D012959,Socioeconomic Factors,1999,1968,128381,,
D012960,Socioenvironmental Therapy,1999,1973,440,,
D012961,Sociology,1999,1966,4743,,
D012962,"Sociology, Medical",1977,1980,2539,,
D012963,Sociometric Techniques,1999,1968,1145,,
D012964,Sodium,1999,1966,101676,,
D012965,Sodium Chloride,1999,1966,54521,,
D012966,Sodium Cyanide,1978,1991,881,,
D012967,Sodium Dodecyl Sulfate,1999,1974,11781,,
D012968,Etidronic Acid,1999,1977,2666,,
D012969,Sodium Fluoride,1976,1984,6131,,
D012970,Sodium Glutamate,1974,1991,1675,,
D012971,Gold Sodium Thiosulfate,1999,1991,112,,
D012972,Sodium Hydroxide,1999,1965,4393,,
D012973,Sodium Hypochlorite,1999,1965,3931,,
D012974,Sodium Iodide,1978,1991,690,,
D012975,Sodium Isotopes,1999,1966,1883,,
D012976,Sodium Morrhuate,1999,1991,136,,
D012977,Sodium Nitrite,1978,1991,1486,,
D012978,Sodium Oxybate,1974,1991,1584,,
D012979,Sodium Radioisotopes,1974,1975,719,,
D012980,Sodium Salicylate,1999,1966,1947,,
D012981,Sodium Tetradecyl Sulfate,1999,1991,395,,
D012982,"Sodium, Dietary",1987,1988,7977,,
D012983,Soft Tissue Neoplasms,1975,1976,16576,,
D012984,Software,1982,1987,89332,,
D012985,Software Design,1986,1991,5417,,
D012986,Software Validation,1986,1991,1514,,
D012987,Soil,1999,1960,38468,,
D012988,Soil Microbiology,1999,1966,28232,,
D012989,Soil Pollutants,1999,1975,27163,,
D012990,"Soil Pollutants, Radioactive",1999,1991,2937,,
D012991,Solanaceous Alkaloids,1976,1977,685,,
D012992,Solanine,1999,1966,232,,
D012993,Solar Energy,1981,1991,2624,,
D012994,Dental Soldering,1999,1973,721,,
D012995,Solubility,1999,1965,78741,,
D012996,Solutions,1999,1966,53281,,
D012997,Solvents,1999,1966,45804,,
D012998,Somalia,1999,1966,1259,,
D012999,Soman,1999,1986,1281,,
D013000,Psychiatric Somatic Therapies,1999,1998,127,,
D013001,Somatoform Disorders,1980,1981,8544,,
D013002,Somatomedins,1999,1973,6390,,
D013003,Somatosensory Cortex,1999,1971,12521,,
D013004,Somatostatin,1974,1975,18106,,
D013005,Somatostatinoma,1981,1991,308,,
D013006,Growth Hormone,1999,2003,42227,,
D013007,Growth Hormone-Releasing Hormone,1999,1974,4819,,
D013008,Somatotypes,1999,1966,1976,,
D013009,Somnambulism,1999,1969,576,,
D013010,Sonication,1999,1991,4609,,
D013011,Sorbic Acid,1974,1991,936,,
D013012,Sorbitol,1999,1966,5994,,
D013013,Sorbose,1999,1966,467,,
D013014,SOS Response (Genetics),1986,1991,1735,,
D013015,Sotalol,1999,1973,1966,,
D013016,Sound,1999,1966,12544,,
D013017,Sound Localization,1978,1991,3851,,
D013018,Sound Spectrography,1978,1980,7356,,
D013019,South Africa,1999,1966,34213,,
D013020,South America,1999,1966,8455,,
D013021,South Australia,1987,1988,3372,,
D013022,South Carolina,1999,1966,5491,,
D013023,South Dakota,1999,1966,1972,,
D013024,Soybean Oil,1986,1991,2311,,
D013025,Soybeans,1999,1986,17832,,
D013026,Space Flight,1999,1966,12107,,
D013027,"Space Maintenance, Orthodontic",1999,1972,694,,
D013028,Space Perception,1999,1966,24221,,
D013029,Space-Time Clustering,1977,1978,1543,,
D013030,Spain,1999,1966,61184,,
D013031,Sparganosis,1999,1966,424,,
D013032,Sparganum,1999,1979,218,,
D013033,Sparsomycin,1974,1991,125,,
D013034,Sparteine,1999,1963,891,,
D013035,Spasm,1999,1966,6771,,
D013036,"Spasms, Infantile",1976,1977,3071,,
D013037,Spatial Behavior,1999,1968,6172,,
D013038,Specialization,1999,2010,22600,,
D013039,"Specialties, Dental",1999,1968,1594,,
D013041,"Specialties, Nursing",1999,1973,8143,,
D013043,"Specialties, Surgical",1979,1980,3251,,
D013044,Specialty Boards,1977,1991,3270,,
D013045,Species Specificity,1999,1966,184349,,
D013046,Specific Gravity,1999,1968,2031,,
D013047,Specific Pathogen-Free Organisms,1999,1991,8921,,
D013048,Specimen Handling,1999,1966,24508,,
D013049,Spectrin,1976,1984,3195,,
D013050,"Spectrometry, Fluorescence",1999,1974,61998,,
D013051,"Spectrometry, Gamma",1999,1974,1531,,
D013052,"Spectrometry, X-Ray Emission",1977,1978,5981,,
D013053,Spectrophotometry,1999,1966,63203,,
D013054,"Spectrophotometry, Atomic",1999,1973,14009,,
D013055,"Spectrophotometry, Infrared",1999,1973,23828,,
D013056,"Spectrophotometry, Ultraviolet",1999,1973,54520,,
D013057,Spectrum Analysis,1999,1966,42277,,
D013058,Mass Spectrometry,1999,1974,81421,,
D013059,"Spectrum Analysis, Raman",1976,1977,18005,,
D013060,Speech,1999,1966,20198,,
D013061,Speech Acoustics,1979,1991,6218,,
D013062,Speech Articulation Tests,1978,1991,904,,
D013063,Speech Discrimination Tests,1978,1979,2469,,
D013064,Speech Disorders,1999,1966,10513,,
D013065,Speech Intelligibility,1978,1979,3589,,
D013066,Speech-Language Pathology,1978,1980,2415,,
D013067,Speech Perception,1978,1979,19781,,
D013068,Speech Production Measurement,1978,1979,5307,,
D013069,Speech Reception Threshold Test,1978,1991,1169,,
D013070,Speech Therapy,1999,1966,5710,,
D013071,"Speech, Alaryngeal",1999,1980,1378,,
D013072,"Speech, Esophageal",1999,1991,627,,
D013073,Sperm Agglutination,1974,1975,469,,
D013074,Sperm Banks,1981,1991,438,,
D013075,Sperm Capacitation,1999,1973,3030,,
D013076,Sperm Count,1979,1980,9105,,
D013077,Sperm Head,1974,1991,1571,,
D013078,Sperm Immobilizing Agents,1999,1975,124,,
D013079,Sperm Maturation,1974,1976,885,,
D013081,Sperm Motility,1974,1976,15004,,
D013082,Sperm Tail,1974,1991,1667,,
D013083,Sperm Transport,1974,1976,741,,
D013084,Sperm-Ovum Interactions,1974,1985,4991,,
D013085,Spermatic Cord,1999,1966,2044,,
D013086,Spermatic Cord Torsion,1999,1966,2313,,
D013087,Spermatids,1974,1985,3312,,
D013088,Spermatocele,1999,1966,235,,
D013089,Spermatocidal Agents,1999,1975,1263,,
D013090,Spermatocytes,1974,1985,3541,,
D013091,Spermatogenesis,1999,1973,16735,,
D013092,Spermatogenesis-Blocking Agents,1999,1975,107,,
D013093,Spermatogonia,1974,1991,3437,,
D013094,Spermatozoa,1999,1963,51738,,
D013095,Spermidine,1999,1973,4828,,
D013096,Spermine,1999,1966,5553,,
D013097,Spermine Synthase,1974,1991,136,,
D013098,Xylariales,1999,1991,452,,
D013100,Sphenoid Bone,1999,1966,3705,,
D013101,Sphenoid Sinus,1999,1966,3097,,
D013102,Spherocytes,1999,1991,171,,
D013103,"Spherocytosis, Hereditary",1999,1966,2151,,
D013104,Spheroplasts,1999,1974,1402,,
D013105,"Sphincterotomy, Transhepatic",1987,1988,419,,
D013106,Sphingolipidoses,1999,1974,342,,
D013107,Sphingolipids,1999,1972,3366,,
D013108,Sphingomyelin Phosphodiesterase,1974,1991,2627,,
D013109,Sphingomyelins,1999,1966,6006,,
D013110,Sphingosine,1999,1972,6713,,
D013111,Spider Venoms,1977,1991,2343,,
D013112,Spiders,1999,1966,4266,,
D013113,Spin Labels,1999,1974,8688,,
D013115,Spinal Canal,1999,1966,3210,,
D013116,Spinal Cord,1999,1966,73610,,
D013117,Spinal Cord Compression,1999,1966,10261,,
D013118,Spinal Cord Diseases,1999,1966,11300,,
D013119,Spinal Cord Injuries,1999,1966,31530,,
D013120,Spinal Cord Neoplasms,1999,1966,9595,,
D013121,Spinal Curvatures,1999,1998,812,,
D013122,Spinal Diseases,1999,1966,19620,,
D013123,Spinal Fusion,1999,1966,19778,,
D013124,Spinal Injuries,1999,1966,8033,,
D013125,Spinal Neoplasms,1999,1966,12154,,
D013126,Spinal Nerve Roots,1999,1973,9743,,
D013127,Spinal Nerves,1999,1966,5595,,
D013128,Spinal Osteophytosis,1999,1965,3316,,
D013129,Spinal Puncture,1999,1966,5563,,
D013130,Spinal Stenosis,1982,1983,4890,,
D013131,Spine,1999,1966,26722,,
D013132,Spinocerebellar Degenerations,1986,1987,1830,,
D013133,Spinothalamic Tracts,1999,1971,733,,
D013134,Spiperone,1974,1987,2802,,
D013136,Spiral Ganglion,1978,1991,1631,,
D013137,Spiral Lamina,1978,1991,93,,
D013139,Spirillum,1999,1966,321,,
D013140,Spiritualism,1999,1966,510,,
D013141,Spiro Compounds,1999,1966,5397,,
D013142,Spirochaeta,1999,1966,675,,
D013143,Spirochaetaceae,1999,1975,91,,
D013144,Spirochaetales,1999,1976,1040,,
D013145,Spirochaetales Infections,1999,1972,979,,
D013146,Spirometra,1978,1979,209,,
D013147,Spirometry,1999,1966,18802,,
D013148,Spironolactone,1999,1966,6143,,
D013149,Spiroplasma,1975,1976,525,,
D013150,Spirostans,1999,1968,449,,
D013151,Spiruroidea,1999,1960,539,,
D013152,Splanchnic Circulation,1980,1981,4724,,
D013153,Splanchnic Nerves,1999,1966,2474,,
D013154,Spleen,1999,1966,109823,,
D013155,Spleen Focus-Forming Viruses,1985,1991,170,,
D013156,Splenectomy,1999,1966,20418,,
D013157,Splenic Artery,1999,1966,3711,,
D013158,Splenic Diseases,1999,1966,7078,,
D013159,Splenic Infarction,1999,1966,860,,
D013160,Splenic Neoplasms,1999,1966,4831,,
D013161,Splenic Rupture,1999,1966,3394,,
D013162,Splenic Vein,1999,1966,2308,,
D013163,Splenomegaly,1999,1966,10005,,
D013164,"Splenorenal Shunt, Surgical",1980,1988,683,,
D013165,Splints,1999,1966,8195,,
D013166,Spondylitis,1999,1966,4258,,
D013167,"Spondylitis, Ankylosing",1999,1966,12940,,
D013168,Spondylolisthesis,1999,1966,4035,,
D013169,Spondylolysis,1999,1991,1073,,
D013170,Spores,1999,1968,4821,,
D013171,"Spores, Bacterial",1999,1974,10332,,
D013172,"Spores, Fungal",1999,1974,10824,,
D013173,Sporidesmins,1974,1991,68,,
D013174,Sporotrichosis,1999,1966,1604,,
D013175,Sporothrix,1999,1999,1071,,
D013177,Sports,1999,1960,26204,,
D013178,Sports Medicine,1999,1980,9910,,
D013179,Spouse Abuse,1976,1977,6768,,
D013180,Sprains and Strains,1999,1966,4793,,
D013181,Cortical Spreading Depression,1999,1967,1842,,
D013182,"Sprue, Tropical",1999,1966,1354,,
D013183,Sputum,1999,1966,18917,,
D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",1974,1991,19,,
D013185,Squalene,1999,1966,2024,,
D013186,Farnesyl-Diphosphate Farnesyltransferase,1974,1991,520,,
D013188,Sri Lanka,1976,1977,4705,,
D013189,SRS-A,1999,1973,4091,,
D013190,SSPE Virus,1977,1978,156,,
D013191,Stachybotrys,1974,1991,363,,
D013192,Staff Development,1985,1991,8097,,
D013193,Stainless Steel,1999,1968,6673,,
D013194,Staining and Labeling,1999,2001,67612,,
D013195,Stanford-Binet Test,1999,1991,278,,
D013196,Dihydrotestosterone,1999,2004,8462,,
D013197,Stanozolol,1999,1965,521,,
D013198,Stapedius,1978,1991,490,,
D013199,Stapes,1999,1991,1428,,
D013200,Stapes Mobilization,1999,1966,510,,
D013201,Stapes Surgery,1999,1964,3304,,
D013202,Staphylococcal Food Poisoning,1999,1968,620,,
D013203,Staphylococcal Infections,1999,1960,51617,,
D013204,Staphylococcus Phages,1999,1993,1543,,
D013205,Staphylococcal Protein A,1977,1978,4293,,
D013206,Staphylococcal Scalded Skin Syndrome,1985,1991,323,,
D013207,Staphylococcal Skin Infections,1985,1986,2163,,
D013208,Staphylococcal Toxoid,1999,1965,516,,
D013209,Staphylococcal Vaccines,1999,1965,575,,
D013210,Staphylococcus,1999,1966,26399,,
D013211,Staphylococcus aureus,1975,1976,51812,,
D013212,Staphylococcus epidermidis,1983,1984,6126,,
D013213,Starch,1999,1966,14161,,
D013214,Starch Synthase,1974,1991,403,,
D013215,Starfish,1999,1972,1469,,
D013216,"Reflex, Startle",1999,1969,5819,,
D013217,Starvation,1999,1966,9325,,
D013218,State Dentistry,1999,1965,2244,,
D013219,State Government,1983,1990,10786,,
D013220,State Health Planning and Development Agencies,1979,1991,188,,
D013221,State Health Plans,1979,1980,4390,,
D013222,State Medicine,1999,1966,52837,,
D013223,Statistics as Topic,1999,2008,86530,,
D013224,Status Asthmaticus,1984,1991,1183,,
D013226,Status Epilepticus,1976,1977,6584,,
D013227,Steam,1999,1966,2226,,
D013228,Stearates,1974,1991,650,,
D013229,Stearic Acids,1999,1975,4655,,
D013230,Stearoyl-CoA Desaturase,1974,1991,1277,,
D013231,Steatitis,1999,1971,84,,
D013232,Steel,1999,1991,2271,,
D013233,Stellate Ganglion,1999,1966,2337,,
D013234,Stem Cells,1983,1984,50082,,
D013236,Stereognosis,1999,1973,825,,
D013237,Stereoisomerism,1999,1974,79371,,
D013238,Stereotaxic Techniques,1999,1965,14348,,
D013239,Stereotyped Behavior,1999,1981,8108,,
D013240,Stereotyping,1980,1981,9514,,
D013241,Sterigmatocystin,1974,1991,373,,
D013242,Sterilization,1999,1966,17581,,
D013243,Sterilization Reversal,1974,1975,996,,
D013244,"Sterilization, Involuntary",1977,1991,667,,
D013245,"Sterilization, Reproductive",1999,2004,5728,,
D013246,"Sterilization, Tubal",1999,1973,4100,,
D013247,Sternoclavicular Joint,1999,1966,1070,,
D013248,Sternocostal Joints,1999,1991,106,,
D013249,Sternum,1999,1966,8287,,
D013250,Steroid Hydroxylases,1999,1973,5205,,
D013251,Steroid Isomerases,1974,1991,685,,
D013252,Steroid 11-beta-Hydroxylase,1977,1991,944,,
D013253,Steroid 12-alpha-Hydroxylase,1977,1991,108,,
D013254,Steroid 17-alpha-Hydroxylase,1977,1991,2351,,
D013255,Steroid 21-Hydroxylase,1977,1991,1623,,
D013256,Steroids,1999,1963,33582,,
D013257,"Steroids, Brominated",1974,1977,29,,
D013258,"Steroids, Chlorinated",1999,1974,60,,
D013259,"Steroids, Fluorinated",1999,1974,151,,
D013260,"Steroids, Heterocyclic",1974,1975,602,,
D013261,Sterols,1999,1966,7951,,
D013262,Stevens-Johnson Syndrome,1999,1966,4628,,
D013264,Stifle,1999,1991,1234,,
D013265,Stigmasterol,1999,1991,643,,
D013266,Stilbamidines,1999,1966,1640,,
D013267,Stilbenes,1999,1966,10359,,
D013268,"Stimulation, Chemical",1999,1968,37337,,
D013269,Stochastic Processes,1999,1991,12545,,
D013270,Stomach,1999,1966,55717,,
D013271,Gastric Dilatation,1999,2005,902,,
D013272,Stomach Diseases,1999,1966,12846,,
D013273,"Diverticulum, Stomach",1999,1992,454,,
D013274,Stomach Neoplasms,1999,1966,82406,,
D013275,Stomach Rupture,1999,1966,963,,
D013276,Stomach Ulcer,1999,1966,25413,,
D013277,Stomach Volvulus,1999,1966,1208,,
D013278,"Stomach, Avian",1999,1968,92,,
D013279,"Stomach, Ruminant",1999,1968,491,,
D013280,Stomatitis,1999,1966,5836,,
D013281,"Stomatitis, Aphthous",1999,1965,3097,,
D013282,"Stomatitis, Denture",1999,1991,979,,
D013283,"Stomatitis, Herpetic",1978,1980,883,,
D013284,Stomatognathic System,1999,1986,493,,
D013285,Strabismus,1999,1966,12327,,
D013286,Datura stramonium,1999,2003,614,,
D013287,Street Drugs,1976,1987,9079,,
D013288,Streptobacillus,1999,1966,254,,
D013289,Streptococcaceae,1975,1976,494,,
D013290,Streptococcal Infections,1999,1966,30129,,
D013291,Streptococcus,1999,1966,21693,,
D013292,Streptococcus agalactiae,1999,1974,7054,,
